00401000  type_info_destructor_dealloc
00425790  sub_425790
004258B0  AddTextToDialog
00425900  UnitStatCond_overlord
00425960  sub_425960
00425A30  sub_425A30
00425B50  SetUnitStatusStrText
00425DD0  SetKillsStrText
00425EC0  sub_425EC0
00425EE0  UnitStatAct_Default
00425F30  sub_425F30
004260C0  sub_4260C0
00426190  sub_426190
00426300  StatSpidermineCount
004263E0  setTextStr
00426500  sub_426500
004266F0  sub_4266F0
004268D0  sub_4268D0
00426C60  sub_426C60
00426EE0  UnitStatAct_Powerup
00426F50  UnitStatAct_Standard
00426FF0  sub_426FF0
00427260  UnitStatAct_Egg
004273E0  UnitStatAct_Archon
004274A0  UnitStatAct_CarrierReaver
00427540  sub_427540
00427890  UnitStatAct_Building
00427A80  replayStatBtns
00427C90  UnitStatAct_Dropship
00427D30  UnitStatAct_Overlord
00427DA0  BriefingActionsLoop
00427E40  BRFACT_NoAct
00427E50  BRFACT_Wait
00427EA0  BRFACT_SkipTutorial
00427EC0  BRFACT_MissionObjectives
00427EE0  BRFACT_HidePortrait
00427EF0  BRFACT_ShowPortrait
00427F10  BRFACT_TextMessage
00427F80  BRFACT_DisplaySpeakingPortrait
00427FA0  BRFACT_PlayWAV
004280E0  BRFACT_Transmission
004281B0  isUpgradeInProgress
00428240  isResearchInProgress
004282D0  BTNSCOND_Always
00428310  BTNSCOND_SCVisBuilding
00428340  BTNSCOND_NoNydusExit
00428360  BTNSCOND_LurkerStop
004283C0  BTNSCOND_Movement
004283F0  BTNSCOND_IsLifted
00428420  BTNSCOND_IsLiftedCanMove
00428440  BTNSCOND_CanRechargeShields
00428480  BTNSCOND_HasCargo
004284B0  BTNSCOND_NoCargo
004284E0  BTNSCOND_IsConstructing
00428500  BTNSCOND_HatcheryLairHive
00428530  BTNSCOND_IsTraining
00428560  BTNSCOND_HasCargoTerran
004285A0  BTNSCOND_NoCargoTerran
004285E0  BTNSCOND_CanRepair
00428610  BTNSCOND_SCVCanAttack
00428640  BTNSCOND_SCVCanStop
00428670  BTNSCOND_SCVCanMove
004286A0  BTNSCOND_HasScarabs
004286E0  BTNSCOND_HasInterceptors
00428730  BTNSCOND_ZergHasCargo
00428780  BTNSCOND_ZergNoCargo
004287D0  BTNSCOND_IsLanded
00428810  BTNSCOND_HasNuke
00428860  BTNSCOND_TankMove
004288E0  BTNSCOND_IsResearching
00428900  BTNSCOND_isUpgrading
00428920  BTNSCOND_IsBuildingAddon
00428960  BTNSCOND_SiloHasNoNuke
00428990  BTNSCOND_TerranAdvanced
00428A10  BTNSCOND_TerranBasic
00428AD0  BTNSCOND_ProtossAdvanced
00428B80  BTNSCOND_ProtossBasic
00428C30  BTNSCOND_ZergAdvanced
00428CB0  BTNSCOND_ZergBasic
00428D40  BTNSCOND_CanMoveSpecialCase
00428DA0  BTNSCOND_CanMove
00428E00  BTNSCOND_TrainingFighter
00428E60  BTNSCOND_CanBuildUnit
00428EA0  BTNSCOND_HasUnit
00428ED0  BTNSCOND_Stationary
00428F30  BTNSCOND_CanAttack
00428FA0  BTNSCOND_BattleOrders
00428FF0  BTNSCOND_HasRoom
00429070  BTNSCOND_IsBurrowed
004290F0  BTNSCOND_CanBurrow
00429170  BTNSCOND_IsSieged
004291C0  BTNSCOND_IsUnsieged
00429210  BTNSCOND_IsCloaked
004292C0  BTNSCOND_CanCloak
00429370  BTNSCOND_IsCloaked_0
004293E0  BTNSCOND_CanCloak_0
00429450  BTNSCOND_CanUpgrade
00429470  BTNSCOND_HasSpidermines
004294E0  BTNSCOND_HasTech
00429500  BTNSCOND_CanResearch
00429520  BTNSCOND_Rally
00429640  BTNSCOND_CanMergeDarkArchonTwoSelected
00429680  BTNSCOND_CanMergeDarkArchonOneSelected
004296B0  BTNSCOND_CanMergeArchonTwoSelected
004296F0  BTNSCOND_CanMergeArchonOneSelected
00429720  BTNSCOND_CanMorphLurker
00429740  BTNSCOND_HatcheryLairHiveRally
00429770  BTNSACT_TargetOrderCancel
00429780  BTNSACT_CancelPlacement
00429800  sub_429800
004298C0  sub_4298C0
00429990  sub_429990
00429A60  sub_429A60
00429B20  sub_429B20
00429D50  sub_429D50
0042A1B0  sub_42A1B0
0042A5C0  sub_42A5C0
0042A8D0  sub_42A8D0
0042AB50  sub_42AB50
0042ACB0  sub_42ACB0
0042AD60  sub_42AD60
0042AE90  MD5
0042B620  SAI_PathCreate_Sub1_1
0042B760  SAI_ContoursCreate_1
0042B850  PtFuncCompare
0042B8A0  SAI_ContoursRealloc
0042B9F0  SAI_ContoursCreate_2
0042BBD0  sai_contoursCreate_Cleanup
0042BC30  SAI_PathCreate_Sub1_0
0042C060  SAI_ContoursCreate
0042C5C0  SAI_PathCreate_Sub4
0042C610  TRGCND_Switch
0042C670  TRGCND_Never
0042C680  TRGCND_Always
0042C6E0  TRGCND_ElapsedTime
0042C720  TRGCND_CountdownTimer
0042C760  TRGCND_LeastResources
0042C7D0  TRGCND_MostResources
0042C840  TRGCND_LowestScore
0042C8B0  TRGCND_HighestScore
0042C920  TRGCND_LeastKills
0042C990  TRGCND_MostKills
0042CA00  TRGCND_CommandTheLeast
0042CA70  TRGCND_CommandTheMost
0042CAE0  TRGCND_Score
0042CB20  TRGCND_Opponents
0042CB60  TRGCND_Deaths
0042CBA0  TRGCND_Kill
0042CBE0  TRGCND_Accumulate
0042CC20  TRGCND_Command
0042CC70  TRGCND_CommandTheLeastAt
0042CCF0  TRGCND_CommandTheMostAt
0042CD70  TRGCND_Bring
0042CDF0  getUnitCostInfo
0042CE40  subtractMorphCost
0042CE70  refundBuildingCost
0042CEC0  refundUnitTrainCost
0042CF70  hasSuppliesForUnit
0042D0C0  sub_42D0C0
0042D140  sub_42D140
0042D190  sub_42D190
0042D280  refreshImageData
0042D370  sub_42D370
0042D400  sub_42D400
0042D460  getFirstSprite
0042D4C0  sub_42D4C0
0042D560  isVisible
0042D600  sub_42D600
0042D650  sub_42D650
0042D6B0  sub_42D6B0
0042D740  sub_42D740
0042D810  sub_42D810
0042D8C0  sub_42D8C0
0042D9A0  sub_42D9A0
0042DA00  sub_42DA00
0042DA90  sub_42DA90
0042DB50  sub_42DB50
0042DEE0  sub_42DEE0
0042DF70  sub_42DF70
0042E000  sub_42E000
0042E0E0  sub_42E0E0
0042E170  sub_42E170
0042E1D0  sub_42E1D0
0042E320  orders_ResetCollision2
0042E440  NullCallback
0042E470  sub_42E470
0042E4F0  sub_42E4F0
0042E600  sub_42E600
0042EFA0  GetClosestReachable
0042F370  getUnitRankString
0042F4F0  AllocAIPathPool
0042F560  sub_42F560
0042F600  sub_42F600
0042F650  sub_42F650
0042F700  unitSubtractPathDelayAndCheck
0042F720  unitSetPathDelay
0042F740  reAssignPath
0042F790  sub_42F790
0042F830  getAllocatedPathSingleStep
0042F8F0  getUnitDistanceToPathEnd
0042F920  isLargePath
0042FA00  unitHasPathToDestOnGround
0042FA30  unitGetImaginaryPathDistanceToPosition
0042FC10  sub_42FC10
0042FE00  UMAnotherPath
0042FEE0  sub_42FEE0
0042FF80  getAllUnitsInBounds
004300E0  getUnitsAtPoint
00430190  UnitRelManyFinderUMScoutPath
004304D0  unkUnitRelManyFinderEx
004308A0  FindAllUnits
00430B00  findAllUnitsInBoundsUsing
00430B50  getAllUnitsInRegion
00430BE0  getClosestReachableUnit
00430D30  sub_430D30
00430E50  sub_430E50
00430F10  isTargetWithinMinRange
00431030  sub_431030
00431150  filterUnitStrength
00431270  calcUnitStrength
004313C0  sub_4313C0
00431550  sub_431550
004315E0  sub_4315E0
004316D0  sub_4316D0
00431730  sub_431730
00431800  getUnitStrength
004318E0  sub_4318E0
00431990  sub_431990
00431D00  sub_431D00
00431DE0  sub_431DE0
00431E90  sub_431E90
00431EE0  sub_431EE0
00431F40  AI_GetExpansionCount
00431F90  AI_BuildAndTechAndUpgrade
00432020  sub_432020
004320D0  getPlayerDefaultRefineryUnitType
00432130  getDefaultWorkerUnitType
00432180  AISomethingToID
004321B0  sub_4321B0
00432260  AI_RegionSize
00432320  sub_432320
00432360  playerHasAverageResources
004323D0  AI_Build
00432420  isUnitOwnedBy
00432430  sub_432430
00432480  isUnitTypeRaceUnitRace
00432530  sub_432530
004325A0  sub_4325A0
00432610  initAITownMgr
004326A0  sub_4326A0
004326E0  sub_4326E0
00432760  AI_AssignWorker
00432810  unpackTownMgr_02_Unit_Data
004328E0  sub_4328E0
00432AA0  AI_getClosestEnemyRace
00432AD0  sub_432AD0
00432B60  AI_CanBuild
00432B90  sub_432B90
00432C10  LoadAITownData
00432DA0  WriteAITownData
00433110  isGroundMap
00433190  getGuardXY
00433210  AI_WaitBuild
00433410  sub_433410
00433470  sub_433470
00433640  sub_433640
00433660  sub_433660
00433730  sub_433730
00433890  AI_UnitConstructionBehaviour
00433B90  AI_AutoHarvest
00433C70  sub_433C70
00433DD0  AI_AcceptNewUnit
00433FE0  sub_433FE0
00434060  AI_StartAreaTown
00434220  AI_StartTown
00434330  sub_434330
00434480  sub_434480
004345C0  AI_ResearchBehaviour
00434670  AI_UpgradeBehaviour
00434720  AI_TrainBehaviour
004347E0  sub_4347E0
004348C0  sub_4348C0
00434C90  sub_434C90
00434D50  AI_NukeSiloBehaviour
00434DF0  AI_OverlordBehaviour
00434E70  AI_ConstructBehaviour
00434FF0  AI_MorphBehaviour
00435130  AI_MakeDetectorBehaviour
00435210  sub_435210
004355C0  AI_GetOldPeons
00435700  AI_TrainingWorker
00435770  AI_TrainingOverlord
00435900  sub_435900
00435BD0  sub_435BD0
00435DB0  AI_TrainingNormal
00435F10  AI_PlanDoMergeMorph
004361A0  sub_4361A0
00436320  sub_436320
004368C0  sub_4368C0
00436930  OrderIsSpell
00436980  sub_436980
004369F0  sub_4369F0
00436A20  sub_436A20
00436A40  freeAICaptains
00436A80  allocateAICaptains
00436AE0  sub_436AE0
00436B10  AI_getZergAirScore
00436B40  AI_getZergGroundScore
00436B60  AI_getTerranInfantryScore
00436B90  AI_WaitTurrets
00436BD0  AI_WaitBunkers
00436C10  sub_436C10
00436C90  AI_isAttacking
00436CF0  sub_436CF0
00436D80  sub_436D80
00436E40  UNIT_FinishedSummon
00436E70  sub_436E70
00436EB0  sub_436EB0
00436EF0  loadedProc_UnitIsFirebat
00436F00  sub_436F00
00436F70  sub_436F70
00437000  isUnknownSpellcaster
00437070  sub_437070
00437180  sub_437180
004371D0  sub_4371D0
00437250  playerHasTransports
00437290  sub_437290
00437320  AI_GetDarkTemplarsForSummon
00437410  AI_GetHighTemplarsForSummon
00437570  AI_GetHydraliskForMorph
004375F0  AI_GetMutaliskForMorph
00437670  sub_437670
004376F0  sub_4376F0
00437770  sub_437770
004379B0  sub_4379B0
00437A70  sub_437A70
00437E00  unitIsNotCritter
00437E70  sub_437E70
00437F20  sub_437F20
00438050  sub_438050
004381D0  isAIControllerNotABuilding
00438240  packAIPathingData
00438410  sub_438410
004384A0  sub_4384A0
004384F0  AI_PatrolController
004387E0  AI_BuildTurrets
00438870  AI_BuildBunkers
00438910  sub_438910
00438980  sub_438980
00438B30  sub_438B30
00438BF0  getAIRegionInfoFromUnitLocation
00438C20  sub_438C20
00438E10  sub_438E10
00438E70  sub_438E70
00438EF0  sub_438EF0
00438F60  sub_438F60
00438FC0  sub_438FC0
00439050  sub_439050
004390A0  AI_AssignMilitary
00439220  LoadAIPathingCaptainData
004392F0  WriteAIPathCaptainData
004393E0  AI_Implode
004394A0  AI_EnterTransportProc
00439500  AI_AttackClear
00439550  sub_439550
00439660  AI_ClearCombatData
004396F0  AI_ValueArea
00439740  AI_GetSpiderMineLocations
004399D0  sub_4399D0
00439B50  sub_439B50
00439C00  AI_CaptExpand
00439D60  sub_439D60
00439F50  AI_HelpIfTrouble
0043A010  AI_MakeGuard
0043A250  sub_43A250
0043A2E0  sub_43A2E0
0043A390  sub_43A390
0043A510  sub_43A510
0043A790  sub_43A790
0043A8F0  sub_43A8F0
0043AA10  sub_43AA10
0043AAE0  sub_43AAE0
0043ABB0  AI_AttackManager
0043AD60  sub_43AD60
0043ADA0  sub_43ADA0
0043B0B0  AI_Rush
0043B570  AI_EvalHarass
0043B6D0  sub_43B6D0
0043B790  sub_43B790
0043B970  AI_orderUnitCloaking
0043B9E0  sub_43B9E0
0043BAC0  sub_43BAC0
0043BC40  sub_43BC40
0043BE50  AI_OrderJunkyardDog
0043BF00  AI_ExitTransport
0043C050  AI_EnterTransport
0043C170  sub_43C170
0043C230  AI_orderLurkerBurrow
0043C260  AI_EnterBunker
0043C330  AI_MakePatrol
0043C480  sub_43C480
0043C580  AI_RespondToCloaked
0043C980  sub_43C980
0043CA30  sub_43CA30
0043CB00  sub_43CB00
0043CC40  sub_43CC40
0043CD40  sub_43CD40
0043D350  sub_43D350
0043D5D0  sub_43D5D0
0043D910  sub_43D910
0043DA20  sub_43DA20
0043DB50  sub_43DB50
0043DD20  sub_43DD20
0043DDE0  sub_43DDE0
0043DE40  sub_43DE40
0043DF30  sub_43DF30
0043E050  AI_SendSuicide
0043E280  AI_TrainingBroodling
0043E2E0  sub_43E2E0
0043E400  sub_43E400
0043E580  sub_43E580
0043E670  sub_43E670
0043E760  sub_43E760
0043E7D0  sub_43E7D0
0043EBB0  sub_43EBB0
0043EE10  sub_43EE10
0043EEC0  sub_43EEC0
0043F020  sub_43F020
0043F100  sub_43F100
0043F320  ParasiteHit
0043F990  sub_43F990
0043FC60  sub_43FC60
0043FCF0  compareGeneralTarget
0043FD80  AIScriptLoopEnd
0043FE50  interceptorTargets
0043FF00  getMaelstromTarget
0043FF90  getTargetSomething
0043FFD0  AI_AttackUnit
00440160  sub_440160
00440190  isDisabledAndOwnedProc
004401B0  sub_4401B0
00440220  AIUnitCanEnterBunkerProc
00440270  sub_440270
004402A0  compareUnitToUnitTypeProc
004402B0  sub_4402B0
004402F0  buildingCanConnectToAddonProc
00440420  GetDisabledUnitInRange
004404A0  connectAddonCheck
00440520  sub_440520
004405E0  sub_4405E0
00440770  sub_440770
00440790  AI_RecallRequirementsProc
004407E0  AI_RestorationRequirementsProc
00440870  AI_RestorationRequirementsProc2
004408A0  sub_4408A0
00440930  powerupCanBePickedUpProc
00440980  isUnitTypeOwnerAllied
00440A20  AI_targetEnemyProc
00440A60  unitShieldsClumpInAreaAccumulatorProc
00440AC0  unitEnergyClumpInAreaAccumulatorProc
00440B20  getEnemyClumpValueProc
00440BB0  AI_AssignBestRecallTarget
00440C10  AI_AssignBestRestorationTarget2
00440C30  AI_AssignBestRestorationTarget
00440C90  sub_440C90
00440CF0  AIEnemyOrganicUnitHPAccumulatorProc
00440D60  AIAllyUnitHPAccumulatorProc
00440DC0  AIEnemyUnitHPAccumulatorProc
00440E30  AI_TargetUnitIsWorthHitting
00440EC0  SpiderMine_EnemyProc
00440FA0  returnCargoToBestDepotProc
00440FF0  FindNearestEnemyAndClumpProc
004410C0  checkArbiterCloakingRange
00441130  sub_441130
00441240  Medic_HealTargetProc
00441270  SpiderMine_AcquireTarget
004412A0  AIsiegeTankCheckUnitCanBeAttackedProc
00441310  FindBestReturnCargoTarget
00441370  AI_AcquireNearestEnemyTarget
004413D0  AI_EMPShieldRequirementsProc
00441450  AI_EMPEnergyRequirementsProc
004414E0  AI_IrradiateRequirementsProc
00441560  AI_LockdownRequirementsProc
00441600  AI_NukeRequirementsProc
004416C0  AI_EnsnareRequirementsProc
004417A0  AI_PlagueRequirementsProc
00441870  canHitUnit
00441950  AI_PsiStormRequirementsProc
00441A50  AI_StasisRequirementsProc
00441B50  AI_OpticalFlareRequirementsProc
00441BB0  AI_ParasiteRequirementsProc
00441C50  AI_MindControlRequirementsProc
00441D40  AI_FeedbackRequirementsProc
00441DA0  AI_MaelstromRequirementsProc
00441F20  AI_DisruptionWebRequirementsProc
00442050  AI_BroodlingRequirementsProc
004420E0  AI_YamatoRequirementsProc
00442160  sub_442160
00442260  AI_FindBestEnemyClump
004422A0  MedicHeal_TargetAcquire
00442460  AI_SiegedTankCanAttackUnitNear
004424C0  AI_SCVBestRepairProc
00442530  AI_AssignBestEMPTarget
004425A0  AI_DefensiveMatrixRequirementsProc
00442660  AI_AssignBestIrradiateTarget
004426C0  AI_AssignBestLockdownTarget
00442740  AI_AssignBestNukeTarget
00442760  AI_AssignBestEnsnareTarget
004427E0  AI_AssignBestPlagueTarget
00442840  AI_AssignBestDarkSwarmTarget
004428D0  AI_HallucinationRequirementsProc
00442930  AI_AssignBestPsiStormTarget
004429B0  AI_AssignBestStasisTarget
00442A30  AI_AssignBestOpticalFlareTarget
00442A90  AI_AssignBestParasiteTarget
00442AF0  AI_AssignBestBroodlingTarget
00442B50  AI_AssignBestMindControlTarget
00442BB0  AI_AssignBestFeedbackTarget
00442C30  AI_AssignBestMaelstromTarget
00442CB0  AI_AssignBestDisruptionWebTarget
00442D30  AI_AssignBestYamatoTarget
00442DA0  getStandardAttackTargetProc
00442E80  findClosestMineralPatchproc
00442F70  harvestNextNearestResources
00442FC0  sub_442FC0
00443080  sub_443080
00443160  AI_SCV_FindBestRepairUnit
004431C0  AI_AssignBestDefensiveMatrixTarget
00443220  AI_AssignBestHallucinationProc
00443280  findClosestMineralPatchprocEx
004432D0  harvestNextNearestResourcesEx
00443390  sub_443390
00443470  sub_443470
00443590  sub_443590
00443610  sub_443610
004436C0  sub_4436C0
00443790  sub_443790
00443870  sub_443870
00443900  sub_443900
004439B0  sub_4439B0
00443A00  AI_AlliesWatchInit
00443A20  sub_443A20
00443AC0  sub_443AC0
00443CC0  sub_443CC0
00443E30  sub_443E30
00443F40  sub_443F40
00443FB0  sub_443FB0
00444100  getRegionDistance
004442E0  sub_4442E0
00444430  AI_WaitBuildInit
00444460  sub_444460
004445E0  sub_4445E0
00444630  sub_444630
004447D0  sub_4447D0
004448D0  sub_4448D0
004449A0  sub_4449A0
00444CE0  sub_444CE0
00444E20  sub_444E20
00444EB0  sub_444EB0
00444FD0  sub_444FD0
004450E0  sub_4450E0
004452D0  WriteAIBaseData
004452F0  sub_4452F0
00445310  sub_445310
004453E0  sub_4453E0
00445610  sub_445610
00445820  sub_445820
00445930  sub_445930
00445AA0  sub_445AA0
00445B00  sub_445B00
00445BA0  sub_445BA0
00445D60  sub_445D60
00445E80  sub_445E80
004461B0  sub_4461B0
00446350  sub_446350
004465C0  sub_4465C0
00446A40  sub_446A40
00446AA0  sub_446AA0
00446AE0  sub_446AE0
00446B10  AI_SetGenCmd
00446B40  AI_GiveMoney
00446B80  sub_446B80
00446BA0  sub_446BA0
00446BC0  sub_446BC0
00446BE0  sub_446BE0
00446C10  sub_446C10
00446C30  sub_446C30
00446C50  sub_446C50
00446C70  sub_446C70
00446C90  sub_446C90
00446CB0  sub_446CB0
00446CD0  sub_446CD0
00446CF0  sub_446CF0
00446D00  sub_446D00
00446D20  sub_446D20
00446D40  AI_Creep
00446E50  AI_TimeToNuke
00447040  sub_447040
00447090  sub_447090
00447230  AI_AttackAdd
00447370  AI_HasNoDefenseBuild
004473B0  AI_DefenseClear_aa
00447400  AI_DefenseClear_ga
00447450  AI_DefenseClear_ag
004474A0  AI_DefenseClear_gg
004474F0  AI_DefenseBuildUse
00447590  sub_447590
004475B0  sub_4475B0
00447680  sub_447680
004476D0  sub_4476D0
004477C0  sub_4477C0
00447810  sub_447810
00447830  isAIAllowedToBuild
00447980  AI_MergeMorph
00447A70  sub_447A70
00447B30  sub_447B30
00447BB0  AI_HarassFactor
00447D00  sub_447D00
00447DC0  AI_FindUnit
00447E20  ReadAIBankerData
00447ED0  WriteAIControllerData
00448230  ReadAIScriptControllerData
00448400  sub_448400
004484A0  AI_MergeMorphSwitch
004485B0  sub_4485B0
00448630  sub_448630
004486C0  sub_4486C0
00448750  sub_448750
004487B0  hasResourcesForUnit
00448890  sub_448890
00448920  sub_448920
004489F0  sub_4489F0
00448AD0  cleanBNImages
00448B20  sub_448B20
00448BB0  sub_448BB0
00448D60  GhettoErrorProc
00448EC0  BattleErrorDialog
00449070  GetBNIconImageRect
004490E0  LoadBNIcons
00449140  sub_449140
004491E0  sub_4491E0
00449240  BNBlitToWindow
00449390  sub_449390
004494A0  ParseSCIcon
00449650  sub_449650
00449810  BattleGetErrorString
004499E0  GluBN_SetMapStatsInfo
00449F60  BattleUpdateIcons
0044A000  GetObjectHeight
0044A070  sub_44A070
0044A210  addItemProc
0044A250  sub_44A250
0044A2B0  sub_44A2B0
0044A2D0  openDlg_0
0044A380  sub_44A380
0044A3C0  sub_44A3C0
0044A410  sub_44A410
0044A450  sub_44A450
0044A4A0  sub_44A4A0
0044A510  sub_44A510
0044A560  sub_44A560
0044A5D0  _ShowWindow
0044A5F0  sub_44A5F0
0044A660  updateFont
0044A730  sub_44A730
0044A820  sub_44A820
0044A930  ApplyBNButtonGraphic
0044AB40  sub_44AB40
0044ABB0  sub_44ABB0
0044AC00  sub_44AC00
0044AD80  sub_44AD80
0044AF10  sub_44AF10
0044B030  sub_44B030
0044B0D0  BNET_GetLastGameSpeed
0044B150  BNET_SaveLastGameSpeed
0044B1B0  sub_44B1B0
0044B240  sub_44B240
0044B2C0  sub_44B2C0
0044B4A0  sub_44B4A0
0044B7E0  sub_44B7E0
0044B9C0  sub_44B9C0
0044BA90  sub_44BA90
0044BAE0  sub_44BAE0
0044BB20  sub_44BB20
0044BC40  DLG_GlueBNETClick2
0044C030  sub_44C030
0044C170  gluBN_CREATE_BROWSE_Proc
0044C400  gluBN_CREATE_BROWSE_Create
0044C620  gluBN_CREATE_LIST_Proc
0044C960  gluBN_CREATE_GAME_Proc
0044CBE0  BattleMakeCreateGameDialog
0044CDA0  BNProfileImageCleanup_0
0044CDF0  BNProfileImageCreate
0044CEB0  sub_44CEB0
0044CF90  BNProfileImageCleanup
0044CFE0  CreateFontHandle
0044D050  sub_44D050
0044D0C0  sub_44D0C0
0044D140  sub_44D140
0044D1E0  SaveProfileChanges
0044D450  sub_44D450
0044D540  sub_44D540
0044D5B0  sub_44D5B0
0044D630  gluBN_PROFILE_LinkHandler
0044D760  gluBN_PROFILE_Description
0044D7D0  openWebWindow
0044D8E0  websiteLaunch
0044D9F0  sub_44D9F0
0044DE70  sub_44DE70
0044DF20  sub_44DF20
0044E150  BattleDrawProfileInfo
0044E1D0  DLG_PROFILE_Proc
0044E390  BattleMakeProfileDialog
0044E400  sub_44E400
0044E420  sub_44E420
0044E4A0  sub_44E4A0
0044E550  makeHash
0044E780  sub_44E780
0044E8D0  sub_44E8D0
0044E9E0  sub_44E9E0
0044EAA0  sub_44EAA0
0044EB20  sub_44EB20
0044EB90  sub_44EB90
0044EC90  sub_44EC90
0044EDB0  StartUnitPortrait
0044EE80  videoSpeakingPortraitLoop
0044EF00  sub_44EF00
0044EFE0  gluRdy_Portrait
0044F020  sub_44F020
0044F0F0  loadPortdataDAT
0044F4E0  sub_44F4E0
0044F5A0  sub_44F5A0
0044F6D0  sub_44F6D0
0044F730  sub_44F730
0044F7B0  sub_44F7B0
0044F860  sub_44F860
0044F890  slotUpdate
0044F8D0  sub_44F8D0
0044FA60  sub_44FA60
0044FAC0  sub_44FAC0
0044FCD0  sub_44FCD0
0044FD30  sub_44FD30
0044FEE0  sub_44FEE0
0044FF30  sub_44FF30
0044FF50  sub_44FF50
00450030  getPlayerCaps
004500D0  sub_4500D0
00450210  updateDownloadPercentages
00450330  sub_450330
004503A0  sub_4503A0
004503F0  sub_4503F0
00450470  sub_450470
004504A0  sub_4504A0
00450560  sub_450560
00450650  sub_450650
00450740  createOwnerDropdown
00450A60  sub_450A60
00450AB0  CreateRaceDropdown
00450C50  playerOwnerDropdownCommands
00450D40  playerOwnerDropdownLoop
00450D90  playerOwnerDropdownCreate
004513F0  playerOwnerDropdownCreate2
00451760  dropdownUpdate
00451940  sub_451940
00451AA0  sub_451AA0
00451D40  sub_451D40
00451FB0  sub_451FB0
00452250  sub_452250
00452320  MakeGamePublic
00452350  _swapPlayers
00452370  sub_452370
004523C0  sub_4523C0
00452410  sub_452410
00452460  _startGame
004525E0  BanPlayerSlot
00452680  CloseSlot
004526D0  OpenSlot
00452720  MakeComputerSlot
00452900  sub_452900
00452A30  Begin_BNET
00452AF0  GetBattleNetOption
00452BD0  sub_452BD0
00452C40  OverwriteBNGatewayList
00452CE0  LoadDefaultGatewayList
00452F80  sub_452F80
00453020  LoadBNGatewayList
004531A0  sub_4531A0
004531F0  sub_4531F0
00453300  setRepulseAngle
004533D0  removeRepulseTile
00453420  sub_453420
004535A0  sub_4535A0
00453680  sub_453680
004536C0  sortRules
00453710  sub_453710
00453790  LeaderBoardSorting
00453800  sub_453800
004538B0  updateLeaderboardSorting
00453B20  SBigCompareToBinary
00453BD0  sha1
00453C60  parseLocalSBigBuffer
00453D30  sub_453D30
00453DC0  UnitUpgradeRestrictionProc
00453DD0  sub_453DD0
00453E30  sub_453E30
00453ED0  getUpgradeGasCost
00453F20  getUpgradeOreCost
00453F70  getUpgradeTimeCost
00453FC0  getArmorCount
00454070  UltraliskUpgradeRestrictionProc
00454090  VultureUpgradeRestrictionProc
004540B0  sub_4540B0
00454170  sub_454170
00454220  sub_454220
00454280  sub_454280
00454310  UpdateUnitSpeed
00454370  ApplySpeedUpgradeFromUnitType
00454540  ApplySpeedUpgradeFromUpgradeType
004546A0  orders_Upgrade
004548B0  orders_ResearchTech
00454A80  BeginUpgrade
00454B70  BeginResearch
00454C90  CanIrradiateUnit
00454D20  RemoveMaelstrom
00454D90  RemoveLockdown
00454E00  IrradiateHit
00454E80  ApplyIrradiate
00454ED0  sub_454ED0
00454F90  CreateDefensiveMatrix
00455010  ApplyDefensiveMatrix
004550A0  orders_DefensiveMatrix
00455170  OpticalFlareHit
00455230  RestoreHit
00455380  LockdownHit
004553F0  SetMaelstromTimer
004554A0  StimpackSFXRand
00455530  irradiateUnitDamageProc
004555C0  IrradiateDamageLoop
00455650  returnNothing2
00455660  sub_455660
004556D0  sub_4556D0
00455760  sub_455760
004557C0  sub_4557C0
00455890  sub_455890
00455900  sub_455900
004559C0  sub_4559C0
00455A00  sub_455A00
00455CC0  sub_455CC0
00455E00  sub_455E00
00455F20  sub_455F20
004560D0  sub_4560D0
004563A0  CMDACT_RightClick
00456490  sub_456490
004564E0  sub_4564E0
004566B0  sub_4566B0
00456730  sub_456730
004567C0  sub_4567C0
004568B0  sub_4568B0
004568F0  statdata_UnitWireframeUpdate
00456A50  statdata_UnitWireframeInteract
00456A90  load_WireframeGRP
00456B00  sub_456B00
00456B40  statdata_ProgressBarUpdate
00456C30  sub_456C30
00456D30  sub_456D30
00456E00  statdata_LabelUnknownUpdate
00456EC0  statdata_Unknown
00456EF0  sub_456EF0
00456F50  statdata_UnitWireframeSelectUpdate
004570A0  statdata_UnitWireframeTransUpdate
00457200  DLGsetProgressBarValue
00457250  sub_457250
00457310  sub_457310
00457350  CreateContextHelpFromDialog
004573A0  CMDACT_CancelGeneric
00457480  statdata_buttonUpdate
004574E0  statdata_iconOverlayUpdate
004575A0  drawCancelUpgradeContextHelp
004576A0  statdatalUserInteract
00457B10  drawCancelUnitContextHelp
00457C20  drawUnloadUnitContextHelp
00457CA0  sub_457CA0
00457CE0  statdataMouseOverInteract
00457DE0  sub_457DE0
00457E40  statdata_Destroy
00457E90  statdata_UnitWireframeTransit
00457F30  statdata_buttonInteract
00457FE0  sub_457FE0
00458050  sub_458050
00458120  sub_458120
004581E0  statdata_ProgressBarInteract
00458220  sub_458220
004583E0  statdata_UnitWireframeSelection
004584C0  statdata_extendedCtrlID
004584F0  statdata_dlg_Interact
00458570  load_Statdata_BIN
004586F0  sub_4586F0
00458730  sub_458730
00458800  sub_458800
00458850  sub_458850
004588C0  sub_4588C0
00458900  statbtn_Btn_Update
00458B30  sub_458B30
00458BC0  updateButtonSetEx
00458CF0  free_cmdIcons
00458D50  sub_458D50
